,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_scaler,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,4.49971866607666,0.2513178354458663,0.0386594295501709,0.0035920608871460673,10.0,StandardScaler(),"{'clf__C': 10.0, 'scaler': StandardScaler()}",0.7584745762711864,0.7754237288135594,0.7521186440677966,0.7817796610169492,0.7749469214437368,0.7770700636942676,0.8046709129511678,0.7537154989384289,0.7643312101910829,0.7664543524416136,0.7708985569829789,0.014829373857694563,6,0.793022159358793,0.7944365865157944,0.78995756718529,0.785007072135785,0.787414565166156,0.7935423049728966,0.7897713881687485,0.7928352580721187,0.7933066226726373,0.7956634456752298,0.791495696992345,0.0031891770301354146
1,0.808544921875,0.02902568721335193,0.04406733512878418,0.0012787978176431215,10.0,MinMaxScaler(),"{'clf__C': 10.0, 'scaler': MinMaxScaler()}",0.7563559322033898,0.7563559322033898,0.7266949152542372,0.7711864406779662,0.7473460721868365,0.7409766454352441,0.7643312101910829,0.7367303609341825,0.7303609341825902,0.732484076433121,0.7462822519702039,0.014481032902814538,10,0.7614332861857614,0.7595473833097596,0.7626119754832626,0.7538896746817539,0.7600754183360829,0.7596040537355645,0.7548904077303794,0.7603111006363422,0.7614895121376385,0.7593683714353052,0.759322118367185,0.002660962357621989
2,10.338378262519836,0.5805762095731927,0.037511157989501956,0.00280207006867286,31.622776,StandardScaler(),"{'clf__C': 31.622776, 'scaler': StandardScaler()}",0.7584745762711864,0.7944915254237288,0.7521186440677966,0.8029661016949152,0.7770700636942676,0.7855626326963907,0.8004246284501062,0.7537154989384289,0.7643312101910829,0.772823779193206,0.7761978660621109,0.018105730469852862,4,0.802923149457803,0.8057520037718058,0.7996228194247996,0.793965110796794,0.7966061748762668,0.8013198208814518,0.795899127975489,0.7999057270798963,0.7996700447796371,0.8079189252887108,0.8003582904332655,0.004120837848414031
3,1.0361315727233886,0.03710937054984024,0.04281296730041504,0.004176673985397303,31.622776,MinMaxScaler(),"{'clf__C': 31.622776, 'scaler': MinMaxScaler()}",0.7457627118644068,0.7584745762711864,0.739406779661017,0.7733050847457628,0.772823779193206,0.7558386411889597,0.7791932059447984,0.7473460721868365,0.7409766454352441,0.7515923566878981,0.7564719853179316,0.013507435609736334,9,0.7685054219707685,0.7685054219707685,0.7703913248467704,0.7647336162187648,0.7633749705397125,0.7711524864482677,0.7678529342446382,0.7697383926467122,0.7725665802498233,0.7683242988451567,0.7685145447981383,0.002637850779287669
4,30.038148999214172,2.3102488924149744,0.03866033554077149,0.004659910139531556,100.0,StandardScaler(),"{'clf__C': 100.0, 'scaler': StandardScaler()}",0.7521186440677966,0.7923728813559322,0.7711864406779662,0.7923728813559322,0.7876857749469215,0.7961783439490446,0.7983014861995754,0.7579617834394905,0.7622080679405521,0.7749469214437368,0.7785333225376949,0.01619641188629781,3,0.8071664309288071,0.8062234794908062,0.8057520037718058,0.7991513437057991,0.8017911854819703,0.8102757482913033,0.8024982323827481,0.8057977845863775,0.8057977845863775,0.8121612066933773,0.8056615199919372,0.003654191864280381
5,1.695192313194275,0.0641233565350198,0.04130899906158447,0.0032879672793116807,100.0,MinMaxScaler(),"{'clf__C': 100.0, 'scaler': MinMaxScaler()}",0.739406779661017,0.7733050847457628,0.7309322033898306,0.7754237288135594,0.7643312101910829,0.7685774946921444,0.7855626326963907,0.7494692144373672,0.7515923566878981,0.7579617834394905,0.7596562488754544,0.016168716060995313,8,0.7784064120697785,0.7784064120697785,0.7812352663837813,0.7751060820367751,0.7786943200565638,0.7819938722601932,0.7775159085552675,0.7782229554560453,0.781758189959934,0.7803440961583785,0.7791683515006496,0.0020459112202323906
6,90.45457742214202,9.240989722160844,0.03781361579895019,0.002088131699515883,316.22775,StandardScaler(),"{'clf__C': 316.22775, 'scaler': StandardScaler()}",0.75,0.8008474576271186,0.777542372881356,0.798728813559322,0.7919320594479831,0.7983014861995754,0.8067940552016986,0.7622080679405521,0.7834394904458599,0.7707006369426752,0.7840494440246141,0.01771311897144613,1,0.8135313531353136,0.8102310231023102,0.8085808580858086,0.8012729844413012,0.8079189252887108,0.8189959934008956,0.8090973367900071,0.8098043836907848,0.8098043836907848,0.8126325712938959,0.8101869812919812,0.004282867078615337
7,3.6693294286727904,0.38918558930024943,0.040109109878540036,0.0028796782940047946,316.22775,MinMaxScaler(),"{'clf__C': 316.22775, 'scaler': MinMaxScaler()}",0.7563559322033898,0.7669491525423728,0.75,0.7733050847457628,0.7749469214437368,0.7707006369426752,0.7919320594479831,0.7537154989384289,0.7579617834394905,0.7664543524416136,0.7662321422145453,0.011802871360083952,7,0.789014615747289,0.789014615747289,0.7871287128712872,0.7831211692597831,0.787414565166156,0.7947207164741927,0.7845863775630451,0.788357294367193,0.7881216120669338,0.787414565166156,0.7878894244429324,0.002900819126746908
8,230.68565244674681,20.20488430176859,0.02551577091217041,0.0022899567769296856,1000.0,StandardScaler(),"{'clf__C': 1000.0, 'scaler': StandardScaler()}",0.75,0.798728813559322,0.7817796610169492,0.7923728813559322,0.802547770700637,0.7919320594479831,0.802547770700637,0.7600849256900213,0.7770700636942676,0.7685774946921444,0.7825641440857894,0.017424470734111276,2,0.8137670909948138,0.813059877416313,0.8104667609618105,0.8024516737388024,0.8098043836907848,0.8199387226019326,0.8121612066933773,0.8126325712938959,0.8107471128918218,0.8131039358944143,0.8118133336177966,0.004104600416727675
9,9.526403784751892,0.4673588123681431,0.0398118257522583,0.006926258917691857,1000.0,MinMaxScaler(),"{'clf__C': 1000.0, 'scaler': MinMaxScaler()}",0.7563559322033898,0.7944915254237288,0.7521186440677966,0.7838983050847458,0.7791932059447984,0.7749469214437368,0.802547770700637,0.7600849256900213,0.7600849256900213,0.7707006369426752,0.7734422793191551,0.015955754582209835,5,0.8000942951438001,0.8003300330033003,0.7949080622347949,0.7871287128712872,0.7914211642705633,0.7987273155786,0.7937779872731557,0.7954277633749706,0.7937779872731557,0.8020268677822295,0.7957620188805858,0.004356230134460796
