,batch_size,decay,epochs,final_test_score,hidden_size,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,pipeline
NN_46,128,0.01,500,0.92705685,64,58.17492985725403,0.6083517074584961,0.9364407,0.98302686,mlp
