,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__gamma,param_scaler,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,2.5301422357559202,0.02604801256850861,0.11492702960968018,0.009876264329255712,1.0,0.01,StandardScaler(),"{'clf__C': 1.0, 'clf__gamma': 0.01, 'scaler': StandardScaler()}",0.8961864406779662,0.8940677966101694,0.8707627118644068,0.8771186440677966,0.8704883227176221,0.8789808917197452,0.8747346072186837,0.8683651804670913,0.8895966029723992,0.8832271762208068,0.8803528374536688,0.009536256879893668,22,0.8993399339933993,0.8988684582743989,0.8995756718528995,0.8967468175388967,0.8967711524864482,0.9014847984916333,0.8993636577893,0.8977138816874852,0.8930002356823002,0.9010134338911148,0.8983878041687877,0.0023403561750121485
1,7.418867349624634,0.2769430525300914,0.25106709003448485,0.022574149783303923,1.0,0.01,MinMaxScaler(),"{'clf__C': 1.0, 'clf__gamma': 0.01, 'scaler': MinMaxScaler()}",0.6313559322033898,0.6165254237288136,0.6567796610169492,0.6271186440677966,0.6772823779193206,0.6602972399150743,0.6263269639065817,0.6560509554140127,0.6581740976645435,0.6326963906581741,0.6442607686494657,0.018766725264092638,40,0.6508722300801508,0.6414427157001414,0.6501650165016502,0.6353135313531353,0.6665095451331605,0.6450624558095687,0.6540183832194202,0.6429413151072354,0.6542540655196795,0.6514258779165685,0.649200513634071,0.008163104603629005
2,5.18157992362976,0.346018916033863,0.17258141040802003,0.038592474149113584,1.0,0.1,StandardScaler(),"{'clf__C': 1.0, 'clf__gamma': 0.1, 'scaler': StandardScaler()}",0.934322033898305,0.9427966101694916,0.9364406779661016,0.9258474576271186,0.9256900212314225,0.8959660297239915,0.940552016985138,0.8959660297239915,0.9341825902335457,0.9426751592356688,0.9274438626794776,0.0167347474952685,17,0.9851485148514851,0.9867986798679867,0.9860914662894861,0.9867986798679867,0.9870374734857412,0.986801791185482,0.9846806504831487,0.9877445203865189,0.9865661088852227,0.986801791185482,0.986446967648854,0.0008647528289899242
3,4.223206400871277,0.27985875216074907,0.210427188873291,0.05480746636932909,1.0,0.1,MinMaxScaler(),"{'clf__C': 1.0, 'clf__gamma': 0.1, 'scaler': MinMaxScaler()}",0.788135593220339,0.8114406779661016,0.8114406779661016,0.7860169491525424,0.8110403397027601,0.8131634819532909,0.7855626326963907,0.802547770700637,0.7813163481953291,0.8174097664543525,0.8008074238007845,0.013243196867772491,27,0.8078736445073079,0.8078736445073079,0.8055162659123055,0.8083451202263083,0.8062691491868961,0.8050907376855998,0.8079189252887108,0.8046193730850814,0.8093330190902663,0.8062691491868961,0.806910902867668,0.00148749105555777
4,9.660975861549378,0.21341683479287324,0.2294684410095215,0.021995213767001892,1.0,1.0,StandardScaler(),"{'clf__C': 1.0, 'clf__gamma': 1.0, 'scaler': StandardScaler()}",0.7330508474576272,0.7669491525423728,0.7288135593220338,0.722457627118644,0.7176220806794055,0.6985138004246284,0.7091295116772823,0.7282377919320594,0.7388535031847133,0.7048832271762208,0.7248511101514987,0.018601733826411865,37,0.9983498349834984,0.9983498349834984,0.9978783592644979,0.9978783592644979,0.9983502238981853,0.9978788592976667,0.9985859061984445,0.9983502238981853,0.9978788592976667,0.9988215884987037,0.9982322049584844,0.00032064434702635094
5,2.395587658882141,0.057077668341028835,0.096496319770813,0.007898885592724832,1.0,1.0,MinMaxScaler(),"{'clf__C': 1.0, 'clf__gamma': 1.0, 'scaler': MinMaxScaler()}",0.9067796610169492,0.9300847457627118,0.913135593220339,0.9173728813559322,0.9320594479830149,0.8938428874734607,0.9044585987261147,0.9171974522292994,0.9235668789808917,0.910828025477707,0.9149326172226422,0.011178459651737867,20,0.9368222536539368,0.9306930693069307,0.933993399339934,0.933993399339934,0.9415507895357059,0.9384869196323357,0.9311807683242989,0.9290596276219656,0.9292953099222249,0.9344803205279284,0.9339555857205195,0.0038826318466097767
6,11.909240770339967,0.37166518027895346,0.30744495391845705,0.017193308222670612,1.0,10.0,StandardScaler(),"{'clf__C': 1.0, 'clf__gamma': 10.0, 'scaler': StandardScaler()}",0.4661016949152542,0.4851694915254237,0.4872881355932203,0.4322033898305085,0.4692144373673036,0.45010615711252655,0.45222929936305734,0.4543524416135881,0.4883227176220807,0.4989384288747346,0.46839261938176985,0.020191873436140255,45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
7,5.445583772659302,0.3425043866148214,0.13128354549407958,0.01557668950302203,1.0,10.0,MinMaxScaler(),"{'clf__C': 1.0, 'clf__gamma': 10.0, 'scaler': MinMaxScaler()}",0.9364406779661016,0.9449152542372882,0.9385593220338984,0.940677966101695,0.9341825902335457,0.8895966029723992,0.940552016985138,0.8938428874734607,0.9256900212314225,0.9278131634819533,0.9272270502716904,0.018618013227793596,18,0.9882131070249882,0.9889203206034889,0.9884488448844885,0.987977369165488,0.9901013433891115,0.9889229318878152,0.9889229318878152,0.9896299787885929,0.9898656610888522,0.9889229318878152,0.9889925420608456,0.0006596633288392551
8,11.877450895309448,0.3190276426561075,0.39567997455596926,0.052568074157286614,1.0,100.0,StandardScaler(),"{'clf__C': 1.0, 'clf__gamma': 100.0, 'scaler': StandardScaler()}",0.3050847457627119,0.3326271186440678,0.3177966101694915,0.2838983050847458,0.3248407643312102,0.3036093418259023,0.28450106157112526,0.3078556263269639,0.31210191082802546,0.28874734607218683,0.3061062830616431,0.015806953657677533,50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9,9.616852807998658,0.806340856390986,0.28415307998657224,0.05130102493843898,1.0,100.0,MinMaxScaler(),"{'clf__C': 1.0, 'clf__gamma': 100.0, 'scaler': MinMaxScaler()}",0.7309322033898306,0.7372881355932204,0.6991525423728814,0.6970338983050848,0.6878980891719745,0.6815286624203821,0.6985138004246284,0.70276008492569,0.7346072186836518,0.6878980891719745,0.7057612724459319,0.019663135178938675,39,0.9985855728429985,0.9985855728429985,0.9988213107024988,0.9983498349834984,0.9985859061984445,0.9992929530992223,0.9983502238981853,0.999057270798963,0.9985859061984445,0.9985859061984445,0.9986800457763698,0.0002828725107118453
