,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__degree,param_scaler,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,1.9644420146942139,0.06441345872344129,0.04811103343963623,0.005301366341932603,10.0,2,StandardScaler(),"{'clf__C': 10.0, 'clf__degree': 2, 'scaler': StandardScaler()}",0.9364406779661016,0.9533898305084746,0.9470338983050848,0.9470338983050848,0.9384288747346072,0.9087048832271762,0.9363057324840764,0.9299363057324841,0.9235668789808917,0.9341825902335457,0.9355023570477525,0.012203638432423305,17,0.9691183404054691,0.9693540782649693,0.9660537482319661,0.9655822725129656,0.9667687956634456,0.9672401602639642,0.9662974310629272,0.9679472071647419,0.9670044779637049,0.9670044779637049,0.9672370989497858,0.0011778884536904665
1,2.3387133359909056,0.15567818568207112,0.07114341259002685,0.011939153963634784,10.0,2,MinMaxScaler(),"{'clf__C': 10.0, 'clf__degree': 2, 'scaler': MinMaxScaler()}",0.8580508474576272,0.8834745762711864,0.864406779661017,0.8771186440677966,0.8895966029723992,0.8704883227176221,0.8598726114649682,0.861995753715499,0.881104033970276,0.881104033970276,0.8727212206268667,0.010628977596059621,29,0.8901461574728902,0.8894389438943895,0.8887317303158887,0.8807166430928807,0.8922931887815225,0.888050907376856,0.8849870374734857,0.8835729436719303,0.8847513551732265,0.8866368135753004,0.8869325720828372,0.0032922340100580093
2,2.7600127696990966,0.06965223256975547,0.09387357234954834,0.023308380247007376,10.0,3,StandardScaler(),"{'clf__C': 10.0, 'clf__degree': 3, 'scaler': StandardScaler()}",0.913135593220339,0.9385593220338984,0.9300847457627118,0.9004237288135594,0.9193205944798302,0.8959660297239915,0.8959660297239915,0.910828025477707,0.9087048832271762,0.9193205944798302,0.9132309546943036,0.013364851962066744,24,0.9438943894389439,0.9429514380009429,0.9422442244224423,0.9431871758604432,0.9446146594390761,0.9427292010370021,0.9453217063398539,0.9415507895357059,0.9446146594390761,0.9424935187367429,0.9433601762250229,0.001146555275031166
3,2.138224196434021,0.09998643311654021,0.05306522846221924,0.012372261324281701,10.0,3,MinMaxScaler(),"{'clf__C': 10.0, 'clf__degree': 3, 'scaler': MinMaxScaler()}",0.8940677966101694,0.9173728813559322,0.902542372881356,0.9173728813559322,0.9129511677282378,0.8959660297239915,0.9002123142250531,0.9171974522292994,0.9065817409766455,0.9150743099787686,0.9079338947065386,0.00875316568926852,26,0.9288071664309288,0.9240924092409241,0.9255068363979255,0.9262140499764262,0.9333019090266321,0.9304737214235211,0.9241102993165213,0.9245816639170398,0.9245816639170398,0.9271741692198916,0.9268843888866851,0.002937545436311797
4,3.6851402044296266,0.09377655092368854,0.08075313568115235,0.02135778035630002,10.0,4,StandardScaler(),"{'clf__C': 10.0, 'clf__degree': 4, 'scaler': StandardScaler()}",0.8622881355932204,0.8665254237288136,0.9004237288135594,0.8516949152542372,0.8704883227176221,0.8428874734607219,0.8259023354564756,0.851380042462845,0.861995753715499,0.8577494692144374,0.8591335600417432,0.01841794672624673,30,0.8910891089108911,0.8847241867043847,0.8932107496463932,0.8844884488448845,0.8932359179825595,0.8948856940843742,0.888993636577893,0.8922931887815225,0.888050907376856,0.8873438604760783,0.8898315699385837,0.0034769164491900944
5,1.8450536489486695,0.07358123244506605,0.04745397567749023,0.0059195635880241425,10.0,4,MinMaxScaler(),"{'clf__C': 10.0, 'clf__degree': 4, 'scaler': MinMaxScaler()}",0.923728813559322,0.9300847457627118,0.934322033898305,0.9300847457627118,0.9363057324840764,0.910828025477707,0.9299363057324841,0.9384288747346072,0.921443736730361,0.9320594479830149,0.9287222462125302,0.007729963746979809,20,0.954031117397454,0.9528524280999529,0.9523809523809523,0.9528524280999529,0.9611124204572237,0.958519915154372,0.9493283054442612,0.9526278576478906,0.9509780815460759,0.9530992222484092,0.9537782728476545,0.0033080439966150185
6,1.5633678913116456,0.05516585519239666,0.039031267166137695,0.0048276411175694235,31.622776,2,StandardScaler(),"{'clf__C': 31.622776, 'clf__degree': 2, 'scaler': StandardScaler()}",0.9427966101694916,0.9576271186440678,0.9470338983050848,0.9576271186440678,0.9469214437367304,0.9193205944798302,0.9554140127388535,0.940552016985138,0.9469214437367304,0.9511677282377919,0.9465381985677785,0.010664484127237995,2,0.9804337576614804,0.9806694955209807,0.9785478547854786,0.9801980198019802,0.9806740513787414,0.9835022389818525,0.9787885929766674,0.9804383690784823,0.9794956398774453,0.9799670044779637,0.9802715024541072,0.0012916012198706966
7,1.9363041162490844,0.08750897519528175,0.047673797607421874,0.0038541578352748684,31.622776,2,MinMaxScaler(),"{'clf__C': 31.622776, 'clf__degree': 2, 'scaler': MinMaxScaler()}",0.8813559322033898,0.902542372881356,0.8919491525423728,0.9046610169491526,0.9193205944798302,0.89171974522293,0.8959660297239915,0.9023354564755839,0.9023354564755839,0.9129511677282378,0.9005136924682429,0.010366917159782957,27,0.9226779820839227,0.9181989627534182,0.9191419141914191,0.9196133899104196,0.9274098515201509,0.9243459816167806,0.9191609710110771,0.9186896064105585,0.9189252887108178,0.9212821117134103,0.9209446059921975,0.002852922511829311
8,1.808233904838562,0.12462545388394378,0.05112965106964111,0.007332322129604514,31.622776,3,StandardScaler(),"{'clf__C': 31.622776, 'clf__degree': 3, 'scaler': StandardScaler()}",0.9385593220338984,0.9491525423728814,0.951271186440678,0.9216101694915254,0.9299363057324841,0.9193205944798302,0.9320594479830149,0.9341825902335457,0.940552016985138,0.921443736730361,0.9338087912483356,0.010668689908889856,18,0.9693540782649693,0.9698255539839699,0.9698255539839699,0.9674681753889675,0.9686542540655196,0.9714824416686307,0.9662974310629272,0.9712467593683715,0.9677115248644826,0.9698326655668159,0.9691698438218624,0.0015663279065605737
9,1.8110141277313232,0.058630087199357646,0.03946156501770019,0.0025144760478513087,31.622776,3,MinMaxScaler(),"{'clf__C': 31.622776, 'clf__degree': 3, 'scaler': MinMaxScaler()}",0.9152542372881356,0.9258474576271186,0.934322033898305,0.9300847457627118,0.9341825902335457,0.910828025477707,0.9278131634819533,0.9363057324840764,0.9193205944798302,0.9320594479830149,0.9266018028716398,0.00828121404303264,21,0.9530881659594531,0.954031117397454,0.9521452145214522,0.9535596416784535,0.959462644355409,0.960405373556446,0.9505067169455574,0.9528635399481499,0.9509780815460759,0.9547489983502239,0.9541789494258675,0.003133738607997463
