,precision,recall,f1-score,support
0,0.0,0.0,0.0,236.0
1,0.0,0.0,0.0,236.0
2,0.0,0.0,0.0,236.0
3,0.20399305555555555,0.9957627118644068,0.33861671469740634,236.0
4,0.7407407407407407,0.0851063829787234,0.15267175572519082,235.0
accuracy,0.21628498727735368,0.21628498727735368,0.21628498727735368,0.21628498727735368
macro avg,0.18894675925925924,0.21617381896862603,0.09825769408451943,1179.0
weighted avg,0.188478740615085,0.21628498727735368,0.09821154136048155,1179.0
