,precision,recall,f1-score,support
0,0.0,0.0,0.0,236.0
1,0.0,0.0,0.0,236.0
2,0.2001696352841391,1.0,0.3335689045936396,236.0
3,0.0,0.0,0.0,236.0
4,0.0,0.0,0.0,235.0
accuracy,0.2001696352841391,0.2001696352841391,0.2001696352841391,0.2001696352841391
macro avg,0.040033927056827824,0.2,0.06671378091872791,1179.0
weighted avg,0.040067882889785265,0.2001696352841391,0.06677036597463862,1179.0
