,precision,recall,f1-score,support
0,0.19883040935672514,0.723404255319149,0.3119266055045871,94.0
1,0.13076923076923078,0.17894736842105263,0.15111111111111114,95.0
2,0.0,0.0,0.0,94.0
3,0.0,0.0,0.0,95.0
4,0.0,0.0,0.0,94.0
accuracy,0.18008474576271186,0.18008474576271186,0.18008474576271186,0.18008474576271186
macro avg,0.06591992802519117,0.1804703247480403,0.09260754332313965,472.0
weighted avg,0.06591765975129044,0.18008474576271186,0.09253528913768379,472.0
